alim_nom_fr,alim_code,kcal,proteins,carbohydrates,lipids,alim_nom_eng,kcal_control
Café décaféiné; instantané; non sucré; prêt à boire,18072,2.1,0.12,0.4,0.002,Decaffeinated instant coffee; without sugar; ready-to-drink,2.1
Café; instantané; non sucré; prêt à boire,18073,1.64,0.1,0.3,0.004,Instant coffee; without sugar; ready-to-drink,1.64
Boisson cacaotée ou au chocolat; instantanée; sucrée; prête à boire (reconstituée avec du lait demi-écrémé standard),18104,69.3,3.78,9.5,1.42,Instant cocoa or chocolate beverage; with sugar; ready-to-drink (reconstituted with standard semi-skimmed milk),69.3
Boisson cacaotée ou au chocolat; instantanée; sucrée; enrichie en vitamines; prête à boire (reconstituée avec du lait demi-écrémé standard),18106,71.9,4.08,9.91,1.71,Instant cocoa or chocolate beverage; with sugar; fortified with vitamins and chemical elements; ready-to-drink (reconstituted with standard semi-skimm,71.9
Café au lait; café crème ou cappuccino; instantané ou non; non sucré; prêt à boire,18151,21.5,1.39,2.31,0.76,Coffee with milk or white coffee or cappuccino; instant coffee or not; without sugar; ready-to-drink,21.5
Chicorée et café; instantané; non sucré; prête à boire (reconstituée avec du lait demi-écrémé standard),18153,53.7,3.74,5.9,1.62,Mix of chicory and coffee; instant; without sugar; ready-to-drink (reconstituted with standard semi-skimmed milk),53.7
Thé noir; infusé; non sucré,18154,1.26,0,0.3,0.007,Black tea; brewed; without sugar,1.26
Thé vert; infusé; non sucré,18155,5.1,0,1.09,0,Green tea; brewed; without sugar,5.1
Thé oolong; infusé; non sucré,18156,0,0,0,0,Oolong tea; brewed; without sugar,0
Chicorée; instantanée; non sucrée; prête à boire (reconstituée avec du lait demi-écrémé standard),18161,93.5,0,7.1,7.1,Instant chicory; without sugar and artificial sweeteners; ready-to-drink (reconstituted with standard semi-skimmed milk),93.5
Chicorée et café; instantané; non sucré; prêt à boire (reconstituée avec de l'eau),18162,28.7,0.56,6.06,0,Mix of chicory and coffee; instant; without sugar; ready-to-drink (reconstituted with water),28.7
Café; moulu,18003,397,14.4,40.2,15.4,Coffee; ground,397
Café; poudre soluble,18005,296,19.4,42.6,1.1,Coffee; powder; instant,296
Sirop à diluer; sucré,18017,255,0,62.6,0,Syrup; with sugar (to be diluted),255
"Boisson concentrée à diluer; sans sucres ajoutés; avec édulcorants; type ""sirop 0%""",18059,21.7,0,2.76,0,"Concentrate beverage (to be diluted); without sugar and with artificial sweeteners; ""syrup 0%"" type",21.7
Café; décaféiné; poudre soluble,18069,357,12.7,76,0.2,Decaffeinated coffee; powder; instant,357
Thé; feuille,18076,232,19.4,6.3,2,Tea leaf,232
Cacao; non sucré; poudre soluble,18100,387,22.4,11.6,20.6,Cocoa powder; without sugar; powder; instant,387
Poudre cacaotée ou au chocolat pour boisson; sucrée,18101,379,6.65,75.6,3.29,Cocoa or chocolate powder; for beverages; with sugar,379
Poudre maltée; cacaotée ou au chocolat pour boisson; sucrée; enrichie en vitamines et minéraux,18102,0,9.9,79.4,5.03,Malted cocoa or chocolate powder for beverage; with sugar,402.47
Chicorée et café; poudre soluble,18150,332,9.3,66.9,0.35,Mix of chicory and coffee; powder; instant,332
Chicorée; poudre soluble,18152,323,3.3,57.2,2.5,Chicory; powder; instant,323
Café au lait ou cappuccino; poudre soluble,18160,416,12.2,70.1,8.8,Coffee with milk or Cappuccino; powder; instant,416
Café au lait ou cappuccino au chocolat; poudre soluble,18163,402,11.2,67.1,9.13,Coffee with milk or Cappuccino with chocolate; powder; instant,402
Poudre cacaotée ou au chocolat sucrée pour boisson; enrichie en vitamines et minéraux,18167,376,4.68,79.3,3.04,Cocoa or chocolate powder; for beverages; with sugar; fortified with vitamins and chemical elements,376
Poudre cacaotée ou au chocolat pour boisson; sucrée; enrichie en vitamines,18168,386,4.29,85,2.04,Cocoa or chocolate powder; for beverages; with sugar; fortified with vitamins,386
Citron ou Lime; spécialité à diluer pour boissons; sans sucres ajoutés,18220,19.7,0,1.31,0,Lemon or lime base; for beverage; without sugar (to be diluted),19.7
Vin doux,1006,0,0.2,10.5,0,Wine; white; sweet,42.8
Pétillant de fruits,5100,0,0,6.95,0,Sparkling fruit wine,27.8
Vin blanc mousseux,5201,0,0,1.7,0,Wine; white; sparkling,6.8
Champagne,5207,0,0.3,2.81,0,Champagne,12.44
Vin blanc mousseux aromatisé,5209,0,0.2,5.1,0,Wine; white; sparkling; flavoured,21.2
Vin (aliment moyen),5210,0,0.09,3.29,0,Wine (average),13.52
Vin rouge,5214,82.1,0.07,2.63,0,Wine; red,82.1
Vin blanc (sec),5215,0,0,4.04,0,Wine; white; dry,16.16
Vin rosé,5216,0,0,1.6,0,Wine; rose,6.4
Bière brune,5000,0,0.43,4.1,0,Beer; dark,18.119999999999997
"Bière ""coeur de marché"" (4-5° alcool)",5001,0,0.39,2.7,0,Beer; regular (4-5° alcohol),12.360000000000001
Bière forte (>8° alcool),5002,0,0.63,4.6,0,Beer; strong (>8° alcohol),20.919999999999998
Cidre (aliment moyen),5003,0,0.069,3.22,0.083,Cider (average),13.903
Cidre brut,5006,0,0,2.62,0,Cider; dry,10.48
Cidre doux,5007,37.5,0,5.09,0,Cider; sweet,37.5
Bière faiblement alcoolisée (3° alcool),5008,0,0.31,4.62,0,Beer; low alcohol-content (3° alcohol),19.72
Bière blanche,5009,34.6,0,0.43,0,Wheat bier,34.6
"Bière ""spéciale"" (5-6° alcool)",5010,0,0.48,4.55,0,Beer; special (5-6° alcohol),20.119999999999997
"Bière ""de spécialités"" ou d'abbaye; régionales ou d'une brasserie (degré d'alcool variable)",5011,0,0.63,3.2,0,"Beer; ""specialty""; from abbey or regional (varying alcohol content)",15.32
Cidre traditionnel,5020,0,0,1.87,0,Cider,7.48
Cidre bouché demi-sec,5021,48,0,4.4,0,Cider; half-dry,48
Cidre aromatisé (framboise),5022,35.4,0,5.34,0,Flavoured cider,35.4
Bière sans alcool (<1;2° alcool),5030,25.3,0.31,4.89,0,Beer; alcohol-free (<1;2° alcohol),25.3
Pastis,1000,274,0,2.86,0,Pastis (anise-flavoured spirit),274
Eau de vie,1001,229,0,0.37,0,Clear fruit brandy or eau-de-vie,229
Gin,1002,265,0,0,0,Gin,265
Liqueur,1003,328,0.1,39.6,0.3,Liqueur,328
Rhum,1004,256,0,0,0,Rum,256
Whisky,1005,252,0,0.096,0,Whisky,252
Apéritif à base de vin ou vermouth,1007,0,0.054,11.3,0,Wine-based aperitif,45.416000000000004
Vodka,1008,242,0,0,0,Vodka,242
Pastis; prêt à boire (1+ 5),1010,27.6,0,6.89,0,Anis spirit; diluted (1+5),27.6
Apéritif anisé sans alcool,1011,0,0,1,0,Wine or fortified wine-based aperitif,4
Alcool pur,1014,660,0,0,0,Pure alcohol,660
Marsala,1015,211,0.1,27.9,0,Marsala wine,211
Marsala aux oeufs,1016,153,0,12.4,0,Marsala w eggs,153
Crème de cassis,1021,245,0,41,0,Blackcurrant liqueur,245
Eau de vie de vin; type armagnac; cognac,1023,228,0,1,0,Spirit made from wine; armagnac or cognac type,228
Eau de vie; type calvados,1024,0,0,0,0,Calvados brandy,0
Saké ou Alcool de riz,1026,133,0,5,0,Sake or rice wine,133
Cocktail à base de rhum,1012,0,0,22.5,2.19,Rum-based cocktail,109.71000000000001
Cocktail à base de whisky,1013,0,0,15.9,0.02,Whiskey-based cocktail,63.78
Sangria,1017,0,0,10.3,0.05,Sangria,41.650000000000006
Kir (au vin blanc),1018,0,0.18,7.36,0,Kir (Cocktail of white wine with red fruit liqueur),30.16
Kir royal (au champagne),1019,0,0.25,7.97,0,Champagne kir (Cocktail of champagne with red fruit liqueur),32.879999999999995
Cocktail type punch; 16% alcool,1022,0,0.6,17.8,0,Cocktail; punch type; 16% alcohol,73.60000000000001
Cocktail sans alcool (à base de jus de fruits et de sirop),2008,0,0.5,12.8,0,Cocktail; alcohol-free (juices and syrup-based cocktail),53.2
Panaché (limonade et bière),5004,36.2,0,5.63,0,Shandy (beer + lemonade),36.2
Panaché préemballé (<1° alc.),5005,25.4,0.48,4.93,0,Shandy; prepacked (<1° alcohol),25.4
Édulcorant à l'aspartame; en pastilles,11506,216,6.35,69.3,0,Aspartame sweetener; in tablets,216
Édulcorant à l'aspartame; en poudre,11509,0,0.63,94.7,0,Aspartame; in powder,381.32
Vermicelles multicolores,11510,0,0.5,93,5,Multi-coloured  vermicelli,419
Miel,31008,0,0.56,81.7,0,Honey,329.04
Sucre blanc,31016,0,0,99.8,0,Sugar; white,399.2
Sucre roux,31017,0,0.12,97.3,0,Sugar; brown,389.68
Sirop d'érable,31034,0,0.04,67.1,0.06,Syrup; maple,269.1
Sucre vanillé,31044,0,0.1,99,0.33,Sugar; vanilla flavoured,399.37
Caramel liquide ou nappage caramel,31046,0,0,81,0,Liquid caramel,324
Édulcorant à la saccharine,31064,0,1.25,88.8,0,Saccharin sweetener,360.2
Mélasse de canne,31067,0,0,74.7,0.1,Cane molasses,299.7
Sucre allégé à l'aspartame,31076,0,0.81,98.7,0,Sugar; light; with aspartame,398.04
Fructose,31077,0,0,99.8,0,Fructose,399.2
Édulcorant à base d'extrait de stévia,31087,238,0,98,0.2,Stevia sweetener,238
Sirop d'agave,31089,0,0,78.1,0.5,Syrup; agave,316.9
Barre chocolatée biscuitée,31000,523,6.14,60.5,28.1,Chocolate bar with biscuit,523
Barre chocolatée non biscuitée enrobée,31001,496,3.7,66.4,24.1,Coated chocolate bar without biscuit,496
Barre à la noix de coco; enrobée de chocolat,31002,475,3.88,60.2,23.8,Coconut bar; with chocolate coating,475
Chocolat au lait; tablette,31004,537,7.5,55.6,30.8,Milk chocolate bar,537
Chocolat noir à moins de 70% de cacao; à croquer; tablette,31005,0,6.63,42.9,33.8,Dark chocolate bar; less than 70% cocoa,502.32
Chocolat au lait aux céréales croustillantes; tablette,31009,0,7.15,60.6,26.6,Milk chocolate bar; with puffed/popped cereals,510.4
Chocolat blanc; tablette,31010,0,6.16,57.1,34.2,White chocolate bar,560.84
Barres ou confiserie chocolatées au lait,31012,551,8.75,50.9,34.2,Chocolate confectionery or bar; with dairy filling,551
Chocolat au lait aux fruits secs (noisettes; amandes; raisins; praline); tablette,31018,0,8.43,48.7,35.9,Milk chocolate bar; with dried fruits (nuts; almonds; raisins; praline),551.62
Chocolat au lait sans sucres ajoutés; avec édulcorants; tablette,31020,487,5.75,54.2,34.6,Milk chocolate bar; without sugar; with sweeteners,487
Chocolat blanc aux fruits secs (noisettes; amandes; raisins; praliné) ; tablette,31026,0,7.64,48,39.1,White chocolate bar; with dried fruits (nuts; almonds; raisins; praline),574.46
Chocolat noir sans sucres ajoutés; avec édulcorants; en tablette,31030,525,8.48,34.1,42.3,Dark chocolate bar; without sugar and with artificial sweeteners,525
Pâte à tartiner chocolat et noisette,31032,0,5.02,57.9,32.4,Chocolate spread with hazelnuts,543.28
Confiserie au chocolat dragéifiée,31041,505,5.49,65,24.3,Chocolate confectionery; sugar coated,505
Cacahuètes enrobées de chocolat dragéifiées,31042,499,9.5,55.9,25,Sugar and chocolate coated peanut,499
Bouchée chocolat fourrage fruits à coques et/ou praliné,31063,0,9.1,51.5,34.7,Chocolate confectionery; filled with nuts and/or praline,554.7
Rocher chocolat fourré praliné,31066,0,6.53,51.4,35.3,Chocolate and nut confectionery filled with praline,549.42
Chocolat noir aux fruits (orange; framboise; poire); tablette,31069,0,6.8,45.3,34.4,Dark chocolate bar; with fruits (orange; raspberries; pear),518
Chocolat noir aux fruits secs (noisettes; amandes; raisins; praline); tablette,31070,567,8.69,40.7,39,Dark chocolate bar; with dried fruits (nuts; almonds; raisin; praline),567
Barre chocolatée aux fruits secs,31071,494,7.23,57.6,26,Chocolate bar with dried fruits,494
Chocolat noir fourrage confiseur à la menthe,31072,0,2.9,70.5,16,Dark chocolate; filled with mint confectionery,437.6
Barre goûter frais au lait et chocolat,31073,0,6.81,41,28.5,Chocolate snack bar; dairy filling,447.74
Chocolat noir à 70% cacao minimum; extra; dégustation; tablette,31074,591,10.4,26.9,46.3,Dark chocolate bar; more than 70% cocoa,591
Chocolat au lait fourré,31079,0,4.8,45.5,45,Milk chocolate; filled,606.2
Chocolat noir fourré praliné; tablette,31080,0,6.38,52.4,34.8,Dark chocolate bar; filled with praline,548.3199999999999
Chocolat au lait fourré au praliné; tablette,31084,0,7.29,52.9,34.9,Milk chocolate bar; filled with praline,554.8599999999999
Chocolat noir à 40% de cacao minimum; à pâtisser; tablette,31085,0,6.39,51.4,33.1,Dark chocolate bar; more than 40% cocoa; for cooking,529.0600000000001
Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit,31091,0,6.5,55.1,29.4,Chocolate confectionery; filled with wafer,511
Barre chocolat au lait avec nougat,31098,532,5.8,60.5,29,Toblerone milk cholcolate bar w nougat,532
Barre goûter frais au lait et chocolat avec génoise,31099,0,6.68,39,34.2,Chocolate snack bar; dairy filling with sponge cake,490.52
Chocolat; en tablette (aliment moyen),31120,557,7.81,45.3,36.1,Chocolate bar,557
Bonbons; tout type,31003,0,1.75,86.5,6.32,Candies; all types,409.88
Chewing-gum; sucré,31007,372,0,90.6,0.32,Chewing gum; with sugar,372
Pâte de fruits,31014,336,1.69,76.6,1.8,Fruit jelly,336
Zeste d'orange confit,31021,0,0.2,82.7,0.2,Candied orange zest,333.40000000000003
Marron glacé,31023,324,0.94,79.5,0,Iced chestnut,324
Fruit confit,31027,298,0,72.3,0,Candied fruits,298
Nougat ou touron,31033,0,7.88,62.5,25.2,Nougat,508.31999999999994
Dragée amande,31036,0,5,73.9,17.2,Sugar-coated almond,470.4
Guimauve ou marshmallow,31050,0,3.67,78.7,1.42,Candies; marshmallows,342.26
Chewing-gum; sans sucre,31054,228,0.69,78.1,0.45,Chewing gum; without sugar,228
Bonbon dur et sucette,31059,0,0,95.4,0.35,Hard candy and lollipop,384.75
Bonbon gélifié,31060,0,6.28,80.2,0.25,Jelly candy,348.17
Bonbon au caramel; mou,31081,0,2.95,83.7,8.04,Soft caramel candy,418.96000000000004
Calissons d'Aix en Provence,31092,440,7.88,60.3,18,Melon and almond Candy on a unleavened bread layer,440
Guimauve ou marshmallow; enrobé de chocolat,31093,0,4.65,66.2,10.3,Candies; marshmallows; chocolate covered,376.1
Bonbon dur au caramel,31094,0,1.21,72.5,6,Hard caramel candy,348.84
Chewing-gum; teneur en sucre inconnue (aliment moyen),31121,279,0.53,82.5,0.41,Chewing gum; sugar level unknown (average),279
Confiture ou Marmelade; tout type de fruits; teneur en sucre inconnue (aliment moyen),30999,228,0.37,56.5,0.29,Jam or marmalade; sugar content not known; (average),228
Confiture ou Marmelade; tout type de fruits (aliment moyen),31006,249,0.29,60.2,0.31,Jam or marmalade (average),249
Confiture de fraise (extra ou classique),31024,251,0,60.5,0.5,Jam; strawberry,251
Confiture d'abricot (extra ou classique),31037,247,0,59.7,0.3,Jam; apricot,247
Confiture de cerise (extra ou classique),31038,0,0.38,60.9,0.16,Jam; cherry,246.56
Marmelade d'orange,31039,246,0,59.3,0.4,Marmalade; orange,246
Confiture de lait,31040,0,6.45,58,5.45,Dulce de leche or confiture de lait,306.85
Confiture de prune (extra ou classique),31053,0,0.27,59.3,0.1,Jam; plum,239.18
Confiture de framboise (extra ou classique),31062,0,0.47,61,0.21,Jam; raspberry,247.76999999999998
Confiture de myrtilles (extra ou classique),31068,246,0,58.9,0.4,Jam; blueberry,246
Préparation de fruits divers (en taux de sucres : confitures allégées en sucres < préparations de fruits < confitures),31082,0,0.49,43.4,0.33,Fruit preparation; sweetened; less sugar than classic; but not as reduced as in jams reduced sugar,178.53
Gelée de fruits divers (extra ou classique),31086,0,0.35,61.6,0.17,Jelly; all fruits,249.33
Gelée de groseille (extra ou classique),31095,246,0,59.6,0,Jelly; currant (red),246
Confiture; tout type de fruits; allégée en sucres (extra ou classique),31110,162,0.75,38,0,Jam; reduced sugar,162
Pain brioché ou viennois,7225,356,9.76,55.5,9.38,Brioche or Vienna bread,356
Viennoiserie (aliment moyen),7600,380,7.77,49.1,16.2,Pastry; average food,380
Croissant; sans précision,7602,375,6.65,40.4,20,Croissant,375
Croissant ordinaire; artisanal,7615,412,6.33,47.6,21.1,Croissant; ordinary; from bakery,412
Croissant au beurre; artisanal,7620,420,6.61,45.7,22.6,Croissant; butter; from bakery,420
Croissant aux amandes; artisanal,7650,446,7.62,35.9,29.1,Croissant w almonds; from bakery,446
Pain au lait; artisanal,7710,382,8.55,50.6,15.4,Milk roll; from bakery,382
Pain au lait; préemballé,7711,359,8.94,52.2,12.3,Milk roll; prepacked,359
Pain au lait aux pépites de chocolat; préemballé,7712,369,8.51,52,13.5,Milk roll filled with chocolate drops; prepacked,369
Pain aux raisins (viennoiserie),7720,333,5.11,55.9,9,Raisin puff pastry (Viennese pastries),333
Pain au chocolat feuilleté; artisanal,7730,423,7.47,45.4,22.5,Chocolate croissant; puff pastry; from bakery,423
Pain au chocolat; préemballé,7733,425,6.9,46.8,22.3,Chocolate croissant; prepacked,425
Brioche (ou briochettes) aux pépites de chocolat; préemballée,7735,348,8.56,51.6,11.2,Brioche; filled with chocolate drops; prepacked,348
Brioche fourrée au chocolat,7737,351,7.47,53.2,11.6,Brioche; filled with chocolate,351
Brioche fourrée aux fruits; préemballée,7738,346,6.9,50.5,12.1,Brioche; filled with fruits; prepacked,346
"Brioche fourrée crème pâtissière (type ""chinois""); préemballée",7739,300,6.22,49.2,8.41,Brioche; filled with custard (Chinese brioche type); prepacked,300
Brioche; préemballée,7740,354,8.13,52.7,11.8,Brioche; prepacked,354
Brioche; sans précision,7741,401,11.3,46,19.1,Brioche,401
Brioche; de boulangerie traditionnelle,7742,374,9.81,49.2,14.7,Brioche; from bakery,374
Couronne de Noël (Brioche) aux fruits confits; préemballée,7744,355,7.2,53.3,12.3,Christmas brioche with candied fruits; prepacked,355
Brioche pur beurre; préemballée,7745,366,8,51.6,14,Brioche; pure butter,366
Chouquette,23467,381,7.76,42.6,18.6,Chou pastry; sugar coated,381
Chausson aux pommes,23480,338,4.17,36.6,18.7,Apple turnover,338
Tartine craquante; extrudée et grillée; fourrée au chocolat,7412,0,7.85,64.3,16,Biscuit; extruded and grilled; chocolate filling,432.59999999999997
Tartine craquante; extrudée et grillée; fourrée aux fruits,7413,0,4.91,74.7,6.44,Biscuit; extruded and grilled; fruits filling,376.4
Macaron sec,23027,0,6.9,77.7,10.2,Macaroon,430.20000000000005
Biscuit sec; sans précision,24000,0,6.9,65,20.6,Biscuit (cookie),473
Biscuit sec nature,24001,0,6.77,70,15.1,Biscuit (cookie); plain,442.98
Biscuit sec à teneur garantie en vitamines,24002,0,9.63,72.6,14.2,Biscuit (cookie) vitamins content guaranteed,456.71999999999997
Biscuit sec à teneur garantie en vitamines et minéraux,24003,0,10.8,61.9,19.8,Biscuit (cookie) vitamins and chemical elements content guaranteed,469
Biscuit sec aux fruits; hyposodé,24004,0,10.8,61.4,15.8,Biscuit (cookie) with fruits; reduced salt,431
Biscuit sec aux fruits hyposodé; sans sucres ajoutés,24005,0,22.7,47.6,20.7,Fruit biscuit; low sodium; unsweetened,467.5
Biscuit sec croquant au chocolat; allégé en matière grasse,24007,0,7,69,11,Crispy biscuit (cookie); with chocolate; reduced fat,403
Biscuit sec fourré aux fruits; allégé en matière grasse,24008,0,4.69,75.3,7.2,Biscuit (cookie) filled with fruits; reduced fat,384.76
Spéculoos,24009,0,5.94,69,19.7,Speculoos biscuit,477.05999999999995
Biscuit sec; avec matière grasse végétale,24010,0,7.23,74.7,11.8,Biscuit (cookie); with vegetal fat,433.92
Biscuit sec; petits fours en assortiment,24011,0,6.44,61.4,26.4,Biscuit (cookie); assortment of miniature sweets and biscuits,508.96000000000004
Biscuit sec petit beurre,24015,0,8.06,74.5,12.1,Butter biscuit (cookie),439.14
Biscuit sec avec tablette de chocolat,24016,0,6.62,63.3,24.1,Biscuit (cookie); covering with a chocolate bar,496.58000000000004
Biscuit sec petit beurre au chocolat,24017,0,7.19,71.1,16,Butter biscuit (cookie); with chocolate,457.15999999999997
Biscuit sec au lait,24030,0,8.25,73.9,11.5,Biscuit (cookie); with milk,432.1
Biscuit sec croquant (ex : tuile) sans chocolat; allégé en matière grasse,24031,0,5.63,80.1,8.8,Crispy biscuit (cookie); without chocolate; reduced fat,422.11999999999995
Biscuit sec pour petit déjeuner,24034,0,7.81,65.8,16.3,Breakfast biscuit (cookie),441.14
Biscuit sec pour petit déjeuner; allégé en sucres,24035,0,7.68,66.3,16,Breakfast biscuit (cookie); reduced sugar,439.91999999999996
Biscuit sec chocolaté; préemballé,24036,0,6.43,61.7,26.9,Biscuit (cookie); with chocolate; prepacked,514.62
Biscuit sec fourré à la pâte ou purée de fruits,24037,0,4.43,69.2,9.11,Biscuit (cookie) filled with fruit paste or fruit puree,376.51
Biscuit sec avec nappage chocolat,24038,0,6.93,61.9,25,Biscuit (cookie); chocolate covering,500.32
Barre biscuitée fourrée aux fruits; allégée en matière grasse,24039,0,3.32,75.7,7.12,Biscuit bar filled with fruits; reduced fat,380.15999999999997
Biscuit sec pour petit déjeuner; au chocolat,24040,0,6.5,69.7,16.6,Breakfast biscuit (cookie); with chocolate,454.20000000000005
Biscuit aux céréales pour petit déjeuner; enrichis en vitamines et minéraux,24041,445,7.44,67.7,15.7,Breakfast biscuit (cookie) with cereals; fortified with vitamins and chemical elements,445
Biscuit sec au beurre; sablé; galette ou palet,24049,0,6.4,64.8,22.7,Biscuit shortbread; with butter,489.1
Biscuit sec au beurre; sablé; galette ou palet; au chocolat,24050,0,6.64,61,25.3,Biscuit shortbread; with butter and chocolate,498.26
Biscuit sec chocolaté; type barquette,24051,0,7.39,60.9,22.8,Biscuit sponge cake; with chocolate; pre-packed,478.36
Biscuit sec chocolaté; type tartelette,24052,0,6.65,60.2,25.8,Biscuit (small tart); with chocolate; pre-packed,499.6
Biscuit sec chocolaté; type galette,24053,0,6.84,63.7,23.5,Biscuit shortbread; with chocolate; pre-packed,493.66
Biscuit sec; sablé; galette ou palet; aux fruits,24054,0,5.93,67.6,19.3,Biscuit shortbread; with fruits,467.82000000000005
Biscuit sec fourré fruits à coque (non ou légèrement chocolaté),24055,511,5.5,59.8,27.2,Biscuit (cookie) with nuts (no chocolate or lightly chocolate-flavoured),511
Florentin (biscuit sec sucré chocolaté aux amandes),24056,514,9.31,50.7,28.7,Florentine biscuit (chocolate sweet biscuit (cookie) with almonds),514
Biscuit pâtissier meringué,24060,0,7.42,56,30.7,Pastry biscuit with meringue,529.98
Sablé à la noix de coco,24070,0,7.1,66.5,20.1,Shortbread cookie w coconut,475.29999999999995
Sablé pâtissier; artisanal,24071,0,8.38,59.4,22.9,Shortbread pastry biscuit,477.22
Sablé aux fruits (pomme; fruits rouges; etc.),24072,0,5.85,66,21.1,Shortbread cookie with fruit (apple; red berries; etc.),477.29999999999995
Sablé au cacao ou chocolat; au praliné ou autre,24080,0,6.63,61.2,24.6,Shortbread cookie with cocoa or chocolate; or praline or other,492.72
"Goûter sec fourré (""sandwiché"") parfum lait ou vanille",24225,0,5.36,71.2,18.6,Biscuit (cookie); snack with dairy or vanilla filling,473.64
"Goûter sec fourré (""sandwiché"") parfum chocolat",24231,0,6.7,67.9,18,Biscuit (cookie); snack w chocolate filling,460.40000000000003
"Goûter sec fourré (""sandwiché"") parfum fruits",24240,0,6.64,73.3,17.4,Biscuit (cookie); snack with fruits filling,476.36
Gaufrette ou éventail sans fourrage,24300,0,9,76.8,8,Wafer biscuit without filling,415.2
Gaufrette fourrée chocolat; préemballée,24311,0,6.38,57.2,29.8,Wafer biscuit; filled with chocolate; prepacked,522.52
Gaufrette fourrée fruits à coque (noisette; amande; praline; etc.); chocolatée ou non; préemballée,24312,0,7.31,59.6,26.4,Wafer biscuit; filled with nuts (hazelnut; almond; praline; etc.); with chocolate or not; prepacked,505.24
Gaufrette; fourrée vanille; préemballée,24313,538,5.75,60.1,30.1,Wafer biscuit; plain or vanilla flavoured; prepacked,538
Gaufrette fourrée; aux fruits,24320,0,4.43,82.4,1.58,Wafer biscuit; with fruits,361.5400000000001
Cigarette,24360,0,5.29,63,27.5,Cigarette biscuit,520.6600000000001
Crêpe dentelle,24370,0,6.27,72.1,15.5,Crepe dentelle,452.97999999999996
Crêpe dentelle au chocolat; préemballée,24371,0,5.91,67.9,21.8,Wafer cookie; with chocolate; prepacked,491.44000000000005
Biscuit sec aux oeufs à la cuillère (cuiller) ou Boudoir,24430,0,7.98,79.9,3.77,Biscuit (cookie); sponge fingers or Lady fingers,385.45000000000005
Biscuit sec type langue de chat ou cigarette russe,24441,0,5.66,77.9,10.7,Biscuit (cookie); cat tongue type,430.54
Meringue,24520,0,4.11,94.3,0,Meringue,393.64
Biscuit sec ou tuile; aux amandes,24615,471,7.8,68,18.1,Biscuit (cookie); thin; w almonds,471
Biscuit sec type tuile; aux fruits,24616,384,5.43,74.9,8.28,Biscuit (cookie); thin; w fruits,384
Biscuit sec feuilleté; type palmier ou autres,24659,0,6.1,60.5,27.6,Biscuit puff pastry,514.8
Palmier; artisanal,24660,0,5.93,53.1,28.2,Biscuit ( puff pastry); palmier; from bakery,489.91999999999996
Biscuit sec (génoise) nappage aux fruits; type barquette,24678,341,4.44,74.4,2.1,Biscuit sponge cake with fruits covering; pre-packed,341
Biscuit sec nappé aux fruits; tartelette,24679,0,4.7,71.3,14.2,Biscuit (small tart); with fruit covering,431.8
Biscuit moelleux fourré à l'orange et enrobé de sucre glace,24680,0,4.25,79.3,1.92,Soft cake; filled with fruit paste or fruit puree and sugar icing coated,351.48
Cookie aux pépites de chocolat,24684,0,6.47,59,25.9,Biscuit (cookie); with chocolate drops,494.98
Cône ou cornet classique; pour glace,24685,0,7.5,80.4,5,Cone; wafer for ice cream,396.6
Génoise sèche fourrée aux fruits et nappée de chocolat,24686,0,3.23,69.5,10.6,Dried sponge cake filled with fruits and covered with chocolate,386.32
Biscuit sec pauvre en glucides,24690,0,20.8,43.8,18.5,Biscuit (cookie); reduced sugar,424.9
Grains de blé soufflés au miel ou caramel; enrichis en vitamines et minéraux,32000,391,8,82.2,2.2,Breakfast cereals; popped or puffed wheat grain; with honey or caramel; fortified with vitamins and chemical elements,391
Céréales pour petit déjeuner chocolatées; non fourrées; enrichies en vitamines et minéraux,32001,408,8.13,70.4,8.9,Breakfast cereals; with chocolate; not filled; fortified with vitamins and chemical elements,408
Céréales pour petit déjeuner riches en fibres; avec ou sans fruits; enrichies en vitamines et minéraux,32002,360,11.5,59.3,4.42,Breakfast cereals; rich in fibre; with or without fruits; fortified with vitamins and chemical elements,360
Céréales pour petit déjeuner (aliment moyen),32003,398,7.78,75.3,6.08,Breakfast cereals; sweet (average),398
Muesli (aliment moyen),32004,418,7.49,66.6,12.2,Muesli (average),418
Pétales de maïs natures; enrichis en vitamines et minéraux,32005,377,7.4,83.2,0.87,Breakfast cereals; corn flakes; plain; fortified with vitamins and chemical elements,377
Riz soufflé nature; enrichi en vitamines et minéraux,32006,391,6.66,87,1.5,Breakfast cereals; puffed/popped rice; fortified with vitamins and chemical elements,391
Céréales pour petit déjeuner riches en fibres; au chocolat; enrichies en vitamines et minéraux,32008,386,10.7,64,6.75,Breakfast cereals; rich in fibre; with chocolate; fortified with vitamins and chemical elements,386
Pétales de blé chocolatés; enrichis en vitamines et minéraux,32009,388,9.04,77.7,3.24,Breakfast cereals; chocolate wheat grain flakes; fortified with vitamins and chemical elements,388
Pétales de blé chocolatés (non enrichis en vitamines et minéraux),32011,388,8.48,80.1,2.64,Breakfast cereals; chocolate wheat grain flakes (not fortified with vitamins and chemical elements),388
Riz soufflé chocolaté (non enrichi en vitamines et minéraux),32012,388,6.01,84.2,2.2,Breakfast cereals; chocolate puffed/popped rice (not fortified with vitamins and chemical elements),388
